link_id,tick,load_units,load_ratio,status,observed_latency_ms,planet_a,planet_b,near_capacity,load_bucket,load_ratio_sq,load_units_x_ratio,hist_mean_load_ratio,hist_std_load_ratio,hist_mean_load_units
Aegis-Elysium,122,59.1,0.2925,ok,210462.614,Aegis,Elysium,0,low,0.08555624999999999,17.286749999999998,0.3029021390374331,0.16678734255381286,60.362834224598934
Aegis-Dawn,247,39.0,0.3981,ok,211801.262,Aegis,Dawn,0,low,0.15848361,15.5259,0.3143477922077922,0.16558189329464748,31.258909090909093
Caelum-Fenix,352,23.6,0.186,ok,125956.855,Caelum,Fenix,0,very_low,0.034596,4.389600000000001,0.2979977329974811,0.16907325550533112,38.04100755667506
Elysium-Fenix,238,22.9,0.1505,ok,169480.078,Elysium,Fenix,0,very_low,0.022650249999999997,3.4464499999999996,0.2866814016172507,0.16585315339481224,43.56679245283019
Aegis-Dawn,199,58.4,0.5957,ok,429387.357,Aegis,Dawn,0,medium,0.35485849,34.78888,0.3143477922077922,0.16558189329464748,31.258909090909093
Caelum-Elysium,237,15.8,0.1903,ok,140119.319,Caelum,Elysium,0,very_low,0.03621409,3.00674,0.29901641025641024,0.16467290094562215,25.344512820512822
Caelum-Elysium,461,37.5,0.4519,ok,264314.605,Caelum,Elysium,0,medium,0.20421361000000002,16.94625,0.29901641025641024,0.16467290094562215,25.344512820512822
Dawn-Elysium,41,35.3,0.5115,ok,265114.211,Dawn,Elysium,0,medium,0.26163224999999996,18.055949999999996,0.29596,0.16907179960732635,20.87232
Boreas-Fenix,265,82.5,0.4884,ok,321941.62,Boreas,Fenix,0,medium,0.23853456,40.293,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Dawn,438,33.3,0.3402,ok,177266.326,Aegis,Dawn,0,low,0.11573604,11.32866,0.3143477922077922,0.16558189329464748,31.258909090909093
Aegis-Boreas,100,37.3,0.1793,ok,66134.542,Aegis,Boreas,0,very_low,0.032148489999999995,6.6878899999999994,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Fenix,157,45.2,0.3558,ok,174195.705,Caelum,Fenix,0,low,0.12659364,16.082160000000002,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Fenix,335,29.5,0.2319,ok,133903.44,Caelum,Fenix,0,low,0.053777609999999997,6.84105,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Dawn,378,18.4,0.1878,ok,134306.168,Aegis,Dawn,0,very_low,0.035268839999999996,3.4555199999999995,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Elysium,335,54.1,0.2639,ok,122739.784,Boreas,Elysium,0,low,0.06964321000000001,14.276990000000001,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Elysium,291,6.8,0.0823,ok,128590.037,Caelum,Elysium,0,very_low,0.0067732899999999995,0.55964,0.29901641025641024,0.16467290094562215,25.344512820512822
Dawn-Elysium,477,33.2,0.481,ok,233896.046,Dawn,Elysium,0,medium,0.23136099999999998,15.9692,0.29596,0.16907179960732635,20.87232
Elysium-Fenix,351,75.1,0.4941,ok,403755.13,Elysium,Fenix,0,medium,0.24413480999999998,37.10691,0.2866814016172507,0.16585315339481224,43.56679245283019
Dawn-Fenix,265,5.5,0.0349,ok,71035.415,Dawn,Fenix,0,very_low,0.00121801,0.19195,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Fenix,193,49.9,0.3933,ok,198293.155,Caelum,Fenix,0,low,0.15468489,19.62567,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Elysium,70,25.4,0.3679,ok,165908.43,Dawn,Elysium,0,low,0.13535041,9.34466,0.29596,0.16907179960732635,20.87232
Aegis-Boreas,331,15.0,0.072,ok,60825.099,Aegis,Boreas,0,very_low,0.005183999999999999,1.0799999999999998,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Fenix,351,57.9,0.4563,ok,243604.236,Caelum,Fenix,0,medium,0.20820968999999998,26.41977,0.2979977329974811,0.16907325550533112,38.04100755667506
Dawn-Fenix,419,23.0,0.1464,ok,76562.145,Dawn,Fenix,0,very_low,0.02143296,3.3672,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Dawn,17,32.2,0.3498,ok,178795.258,Caelum,Dawn,0,low,0.12236004,11.263560000000002,0.30429655172413794,0.17370736738192366,28.526896551724136
Aegis-Boreas,344,78.8,0.3789,ok,99169.48,Aegis,Boreas,0,low,0.14356521,29.85732,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Dawn,392,40.6,0.4415,ok,229477.574,Caelum,Dawn,0,medium,0.19492225,17.9249,0.30429655172413794,0.17370736738192366,28.526896551724136
Dawn-Elysium,164,13.6,0.1974,ok,116673.723,Dawn,Elysium,0,very_low,0.038966759999999996,2.68464,0.29596,0.16907179960732635,20.87232
Aegis-Dawn,369,17.1,0.1746,ok,131509.899,Aegis,Dawn,0,very_low,0.03048516,2.98566,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Elysium,437,27.4,0.1336,ok,100655.639,Boreas,Elysium,0,very_low,0.01784896,3.66064,0.2900737913486005,0.165054059944648,59.068346055979646
Dawn-Elysium,77,25.7,0.373,ok,169794.445,Dawn,Elysium,0,low,0.139129,9.5861,0.29596,0.16907179960732635,20.87232
Caelum-Fenix,75,70.0,0.5513,ok,338828.897,Caelum,Fenix,0,medium,0.30393169000000003,38.591,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Dawn,175,62.3,0.6766,ok,584043.87,Caelum,Dawn,0,high,0.45778756,42.152179999999994,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Elysium,3,25.1,0.1224,ok,100235.059,Boreas,Elysium,0,very_low,0.014981759999999998,3.07224,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Dawn,260,36.76,0.2924,ok,162305.763,Aegis,Dawn,0,low,0.08549775999999999,10.748624,0.3143477922077922,0.16558189329464748,31.258909090909093
Aegis-Boreas,299,80.6,0.3875,ok,104122.484,Aegis,Boreas,0,low,0.15015625000000002,31.232499999999998,0.2911771978021978,0.16781519450328578,59.97527472527472
Aegis-Boreas,191,93.6,0.4501,ok,127498.876,Aegis,Boreas,0,medium,0.20259001,42.12936,0.2911771978021978,0.16781519450328578,59.97527472527472
Dawn-Elysium,83,31.5,0.4558,ok,214000.973,Dawn,Elysium,0,medium,0.20775364,14.3577,0.29596,0.16907179960732635,20.87232
Boreas-Dawn,457,65.5,0.3241,ok,100526.467,Boreas,Dawn,0,low,0.10504081,21.22855,0.2929547120418848,0.16733925578385606,58.52005235602094
Boreas-Fenix,59,53.1,0.3144,ok,192789.506,Boreas,Fenix,0,low,0.09884736000000001,16.69464,0.3080685421994885,0.17007740427160456,51.75457800511509
Aegis-Dawn,54,34.660000000000004,0.2912,ok,164925.373,Aegis,Dawn,0,low,0.08479744,10.092992000000002,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Fenix,212,25.8,0.1525,ok,140902.497,Boreas,Fenix,0,very_low,0.02325625,3.9345,0.3080685421994885,0.17007740427160456,51.75457800511509
Caelum-Dawn,5,35.9,0.3906,ok,194781.809,Caelum,Dawn,0,low,0.15256836000000001,14.02254,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,389,133.3,0.66,ok,334484.593,Boreas,Dawn,0,high,0.43560000000000004,87.97800000000001,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Dawn,34,19.4,0.2114,ok,132846.798,Caelum,Dawn,0,low,0.04468996,4.10116,0.30429655172413794,0.17370736738192366,28.526896551724136
Aegis-Dawn,184,37.8,0.3854,ok,203687.383,Aegis,Dawn,0,low,0.14853316000000003,14.56812,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,38,25.8,0.1698,ok,181829.078,Elysium,Fenix,0,very_low,0.028832040000000003,4.38084,0.2866814016172507,0.16585315339481224,43.56679245283019
Boreas-Elysium,404,22.2,0.1082,ok,102717.096,Boreas,Elysium,0,very_low,0.01170724,2.40204,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Elysium,385,138.8,0.6768,ok,508988.17,Boreas,Elysium,0,high,0.45805823999999995,93.93984,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Elysium,491,85.0,0.4145,ok,183687.539,Boreas,Elysium,0,medium,0.17181024999999997,35.2325,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Dawn,439,33.5,0.3421,ok,183341.692,Aegis,Dawn,0,low,0.11703241000000002,11.46035,0.3143477922077922,0.16558189329464748,31.258909090909093
Aegis-Boreas,445,46.8,0.225,ok,71555.575,Aegis,Boreas,0,low,0.050625,10.53,0.2911771978021978,0.16781519450328578,59.97527472527472
Caelum-Fenix,1,40.0,0.3153,ok,163220.005,Caelum,Fenix,0,low,0.09941409000000001,12.612000000000002,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Dawn,244,74.4,0.3685,ok,113146.66,Boreas,Dawn,0,low,0.13579225,27.416400000000003,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Elysium,297,22.5,0.3268,ok,149160.044,Dawn,Elysium,0,low,0.10679823999999999,7.353,0.29596,0.16907179960732635,20.87232
Dawn-Fenix,307,136.7,0.8709,ok,1319532.07,Dawn,Fenix,1,very_high,0.75846681,119.05202999999999,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Elysium,281,66.1,0.3273,ok,226253.943,Aegis,Elysium,0,low,0.10712528999999998,21.634529999999998,0.3029021390374331,0.16678734255381286,60.362834224598934
Dawn-Elysium,459,38.0,0.5504,ok,303256.34,Dawn,Elysium,0,medium,0.30294016,20.9152,0.29596,0.16907179960732635,20.87232
Dawn-Elysium,266,17.9,0.2597,ok,126711.019,Dawn,Elysium,0,low,0.06744409,4.64863,0.29596,0.16907179960732635,20.87232
Caelum-Dawn,305,25.6,0.2778,ok,143150.918,Caelum,Dawn,0,low,0.07717283999999999,7.11168,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,116,46.2,0.2288,ok,83547.421,Boreas,Dawn,0,low,0.052349440000000004,10.57056,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Fenix,85,4.3,0.0336,ok,110717.88,Caelum,Fenix,0,very_low,0.0011289599999999998,0.14448,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Dawn,338,14.9,0.0739,ok,70142.514,Boreas,Dawn,0,very_low,0.005461209999999999,1.10111,0.2929547120418848,0.16733925578385606,58.52005235602094
Elysium-Fenix,466,1.3,0.0084,ok,164386.141,Elysium,Fenix,0,very_low,7.055999999999999e-05,0.01092,0.2866814016172507,0.16585315339481224,43.56679245283019
Caelum-Dawn,249,7.9,0.0859,ok,112366.473,Caelum,Dawn,0,very_low,0.00737881,0.67861,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,7,26.9,0.133,ok,74491.68,Boreas,Dawn,0,very_low,0.017689000000000003,3.5777,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Dawn,389,29.6,0.3218,ok,162551.275,Caelum,Dawn,0,low,0.10355523999999998,9.52528,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,90,85.5,0.4233,ok,133357.648,Boreas,Dawn,0,medium,0.17918289,36.19215,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Fenix,414,71.3,0.4539,ok,149461.826,Dawn,Fenix,0,medium,0.20602521000000001,32.36307,0.3041873417721519,0.1724694243240588,47.598683544303796
Caelum-Fenix,262,44.3,0.3487,ok,173209.093,Caelum,Fenix,0,low,0.12159169,15.44741,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Dawn,141,23.4,0.116,ok,72753.161,Boreas,Dawn,0,very_low,0.013456000000000001,2.7144,0.2929547120418848,0.16733925578385606,58.52005235602094
Boreas-Fenix,77,128.0,0.7575,ok,1086002.936,Boreas,Fenix,0,high,0.57380625,96.96,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Dawn,367,41.1,0.2033,ok,79813.995,Boreas,Dawn,0,low,0.04133089,8.355630000000001,0.2929547120418848,0.16733925578385606,58.52005235602094
Dawn-Elysium,234,37.1,0.5372,ok,289028.929,Dawn,Elysium,0,medium,0.28858384000000004,19.930120000000002,0.29596,0.16907179960732635,20.87232
Caelum-Fenix,10,50.8,0.4001,ok,202270.14,Caelum,Fenix,0,medium,0.16008001000000002,20.32508,0.2979977329974811,0.16907325550533112,38.04100755667506
Caelum-Dawn,49,27.4,0.2973,ok,153505.539,Caelum,Dawn,0,low,0.08838729000000001,8.14602,0.30429655172413794,0.17370736738192366,28.526896551724136
Dawn-Fenix,447,65.6,0.4181,ok,134731.101,Dawn,Fenix,0,medium,0.17480761000000003,27.42736,0.3041873417721519,0.1724694243240588,47.598683544303796
Boreas-Dawn,403,40.9,0.2023,ok,80267.011,Boreas,Dawn,0,low,0.04092529,8.27407,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Elysium,181,94.3,0.4669,ok,340622.519,Aegis,Elysium,0,medium,0.21799560999999998,44.02867,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Dawn,83,63.2,0.3129,ok,98292.133,Boreas,Dawn,0,low,0.09790641000000001,19.775280000000002,0.2929547120418848,0.16733925578385606,58.52005235602094
Boreas-Dawn,84,13.9,0.069,ok,68266.51,Boreas,Dawn,0,very_low,0.0047610000000000005,0.9591000000000001,0.2929547120418848,0.16733925578385606,58.52005235602094
Caelum-Fenix,14,21.8,0.1715,ok,125593.098,Caelum,Fenix,0,very_low,0.029412250000000004,3.7387000000000006,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Boreas,74,103.1,0.4958,ok,148720.462,Aegis,Boreas,0,medium,0.24581764000000003,51.11698,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Dawn,165,75.7,0.3747,ok,116034.534,Boreas,Dawn,0,low,0.14040008999999998,28.36479,0.2929547120418848,0.16733925578385606,58.52005235602094
Elysium-Fenix,306,63.1,0.4152,ok,310883.592,Elysium,Fenix,0,medium,0.17239104000000002,26.19912,0.2866814016172507,0.16585315339481224,43.56679245283019
Dawn-Elysium,437,43.5,0.6305,ok,427605.799,Dawn,Elysium,0,high,0.3975302499999999,27.42675,0.29596,0.16907179960732635,20.87232
Boreas-Elysium,153,23.1,0.1126,ok,100564.989,Boreas,Elysium,0,very_low,0.01267876,2.6010600000000004,0.2900737913486005,0.165054059944648,59.068346055979646
Caelum-Fenix,147,63.9,0.5032,ok,284587.1,Caelum,Fenix,0,medium,0.25321024,32.15448,0.2979977329974811,0.16907325550533112,38.04100755667506
Aegis-Dawn,367,43.2,0.4407,ok,240264.199,Aegis,Dawn,0,medium,0.19421649,19.038240000000002,0.3143477922077922,0.16558189329464748,31.258909090909093
Dawn-Fenix,239,55.9,0.356,ok,112999.218,Dawn,Fenix,0,low,0.126736,19.900399999999998,0.3041873417721519,0.1724694243240588,47.598683544303796
Elysium-Fenix,196,11.3,0.0743,ok,164548.368,Elysium,Fenix,0,very_low,0.005520490000000001,0.8395900000000001,0.2866814016172507,0.16585315339481224,43.56679245283019
Caelum-Dawn,211,12.4,0.1348,ok,116386.549,Caelum,Dawn,0,very_low,0.01817104,1.6715200000000001,0.30429655172413794,0.17370736738192366,28.526896551724136
Aegis-Boreas,246,65.1,0.3131,ok,86647.605,Aegis,Boreas,0,low,0.09803160999999999,20.38281,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Elysium,67,28.02,0.1821,ok,108698.124,Boreas,Elysium,0,very_low,0.03316041,5.102442,0.2900737913486005,0.165054059944648,59.068346055979646
Boreas-Elysium,86,96.5,0.4709,ok,217055.832,Boreas,Elysium,0,medium,0.22174681,45.441849999999995,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Elysium,369,5.1,0.025,ok,154115.44,Aegis,Elysium,0,very_low,0.0006250000000000001,0.1275,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Elysium,395,69.4,0.3386,ok,147008.967,Boreas,Elysium,0,low,0.11464996000000001,23.49884,0.2900737913486005,0.165054059944648,59.068346055979646
Dawn-Fenix,164,70.0,0.4457,ok,146455.116,Dawn,Fenix,0,medium,0.19864848999999998,31.198999999999998,0.3041873417721519,0.1724694243240588,47.598683544303796
Dawn-Elysium,65,14.4,0.2082,ok,117762.069,Dawn,Elysium,0,low,0.043347239999999995,2.99808,0.29596,0.16907179960732635,20.87232
Aegis-Elysium,47,52.2,0.2583,ok,195373.795,Aegis,Elysium,0,low,0.06671888999999999,13.48326,0.3029021390374331,0.16678734255381286,60.362834224598934
Dawn-Fenix,83,90.4,0.576,ok,234873.784,Dawn,Fenix,0,medium,0.33177599999999996,52.0704,0.3041873417721519,0.1724694243240588,47.598683544303796
Elysium-Fenix,112,16.3,0.1069,ok,164792.696,Elysium,Fenix,0,very_low,0.01142761,1.74247,0.2866814016172507,0.16585315339481224,43.56679245283019
Caelum-Dawn,354,29.9,0.3248,ok,165262.505,Caelum,Dawn,0,low,0.10549503999999998,9.711519999999998,0.30429655172413794,0.17370736738192366,28.526896551724136
Boreas-Dawn,194,73.8,0.3654,ok,112977.543,Boreas,Dawn,0,low,0.13351716,26.96652,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Elysium,0,30.5,0.1508,ok,162739.988,Aegis,Elysium,0,very_low,0.022740639999999996,4.599399999999999,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Fenix,97,40.6,0.3195,ok,160304.19,Caelum,Fenix,0,low,0.10208025,12.9717,0.2979977329974811,0.16907325550533112,38.04100755667506
Boreas-Fenix,153,63.3,0.3747,ok,226631.158,Boreas,Fenix,0,low,0.14040008999999998,23.71851,0.3080685421994885,0.17007740427160456,51.75457800511509
Boreas-Elysium,12,43.8,0.2139,ok,111023.503,Boreas,Elysium,0,low,0.04575321,9.36882,0.2900737913486005,0.165054059944648,59.068346055979646
Aegis-Boreas,427,49.1,0.2359,ok,73779.053,Aegis,Boreas,0,low,0.05564881,11.58269,0.2911771978021978,0.16781519450328578,59.97527472527472
Boreas-Elysium,487,53.1,0.259,ok,121341.807,Boreas,Elysium,0,low,0.067081,13.7529,0.2900737913486005,0.165054059944648,59.068346055979646
Elysium-Fenix,258,35.6,0.2345,ok,202828.049,Elysium,Fenix,0,low,0.05499024999999999,8.3482,0.2866814016172507,0.16585315339481224,43.56679245283019
Dawn-Fenix,120,19.9,0.1266,ok,72606.009,Dawn,Fenix,0,very_low,0.016027559999999996,2.5193399999999997,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Elysium,387,56.1,0.2778,ok,201794.532,Aegis,Elysium,0,low,0.07717283999999999,15.58458,0.3029021390374331,0.16678734255381286,60.362834224598934
Caelum-Elysium,209,30.7,0.3698,ok,209295.735,Caelum,Elysium,0,low,0.13675204000000002,11.35286,0.29901641025641024,0.16467290094562215,25.344512820512822
Boreas-Dawn,372,59.7,0.2954,ok,92814.227,Boreas,Dawn,0,low,0.08726116,17.63538,0.2929547120418848,0.16733925578385606,58.52005235602094
Aegis-Elysium,81,40.8,0.2019,ok,184583.312,Aegis,Elysium,0,low,0.04076361,8.23752,0.3029021390374331,0.16678734255381286,60.362834224598934
Boreas-Fenix,31,33.1,0.196,ok,154726.433,Boreas,Fenix,0,very_low,0.038416000000000006,6.4876000000000005,0.3080685421994885,0.17007740427160456,51.75457800511509
Dawn-Fenix,7,33.8,0.2152,ok,84558.895,Dawn,Fenix,0,low,0.04631104,7.273759999999999,0.3041873417721519,0.1724694243240588,47.598683544303796
Aegis-Dawn,473,18.7,0.191,ok,132788.974,Aegis,Dawn,0,very_low,0.036481,3.5717,0.3143477922077922,0.16558189329464748,31.258909090909093
Elysium-Fenix,82,84.9,0.5588,ok,518342.364,Elysium,Fenix,0,medium,0.31225743999999994,47.44212,0.2866814016172507,0.16585315339481224,43.56679245283019
Caelum-Elysium,448,31.5,0.3791,ok,213488.48,Caelum,Elysium,0,low,0.14371681,11.94165,0.29901641025641024,0.16467290094562215,25.344512820512822
Aegis-Dawn,158,16.2,0.165,ok,132970.069,Aegis,Dawn,0,very_low,0.027225000000000003,2.673,0.3143477922077922,0.16558189329464748,31.258909090909093
Boreas-Fenix,297,21.2,0.1257,ok,140072.47,Boreas,Fenix,0,very_low,0.01580049,2.66484,0.3080685421994885,0.17007740427160456,51.75457800511509
